id,clave,variante,descripcion,informacion,disponible,marca,categoria,existencias,precioant,precio,destacado,orden_prod,orden_cat,createdat
1049,1324021,28,Cempanel Celosia | Celosia Cascada Image 18 MM 1.22 x 2.44 Mts,"Las placas de CEMPANEL IMAGE pueden ser utilizadas para hacer diseños personalizados en elementos decorativos de muros interiores, logotipos, plafones, celosías para iluminación y ventilación; disponible en espesor de 18 mm.",18 a 20 dias habiles pedido minimo de 5 piezas,Cempanel,Cempanel,0,,"$3,961.79 ",FALSE,0,0,2026-06-01 17:24:31.207427
1052,1324023,28,Cempanel Celosia | Celosia Lluvia Image 18 MM 1.22 x 2.44,"Las placas de CEMPANEL IMAGE pueden ser utilizadas para hacer diseños personalizados en elementos decorativos de muros interiores, logotipos, plafones, celosías para iluminación y ventilación; disponible en espesor de 18 mm.",18 a 20 dias habiles pedido minimo de 5 piezas,Cempanel,Cempanel,0,,"$4,332.91",FALSE,1,2,2026-06-01 17:24:31.207427
1053,1324024,28,Cempanel Celosia | Celosia Viento Image 18 MM 1.22 x 2.44,"Las placas de CEMPANEL IMAGE pueden ser utilizadas para hacer diseños personalizados en elementos decorativos de muros interiores, logotipos, plafones, celosías para iluminación y ventilación; disponible en espesor de 18 mm.",18 a 20 dias habiles pedido minimo de 5 piezas,Cempanel,Cempanel,0,,"$4,332.89",FALSE,14,8,2026-06-01 17:24:31.207427
1054,DPMI511,A2R,Dispensador Para Mortero de Inyeccion FIS DM S  Fischer | (Presentaciones 300-390ml),"Pistolas de inyección manuales para cartuchos de inyección
Estas pistolas de inyección son una solución económica cuando sólo deben aplicarse unos pocos puntos de fijación. Los cartuchos se colocan en la pistola de inyección y se comprimen accionando el mango.",1 a 2 días hábiles,Fischer,Anclajes y químicos epoxicos,0,,"$2,684.48",FALSE,10,0,2026-06-01 17:24:31.207427
1060,RGL25,55,Rollo  GlasLiner Liso |Liso  1.22 x 25 Mts 1.5 mm,"Glasliner® es un laminado plástico elaborado con resina de poliéster y reforzado con fibra de
vidrio. Glasliner® ha sido diseñado especialmente para ofrecer protección y estética en áreas
que requieren máxima resistencia, higiene y facilidad de limpieza. 

Tipo: Liso
Espesor:1.5 mm 
Medida: 1.22 x 25 Mts 
Color: Blanco ",1 a 2 días hábiles,Glasliner,Glasliner,0,,"$9,046.32 ",FALSE,10,0,2026-06-01 17:24:31.207427
1062,RGL2.3,55,Rollo  GlasLiner Liso |Liso 1.22 x 25 Mts 2.3 mm,"Glasliner® es un laminado plástico elaborado con resina de poliéster y reforzado con fibra de
vidrio. Glasliner® ha sido diseñado especialmente para ofrecer protección y estética en áreas
que requieren máxima resistencia, higiene y facilidad de limpieza. 

Tipo: Liso
Espesor:2.3 mm 
Medida: 1.22 x 25 Mts 
Color: Blanco ",1 a 2 días hábiles,Glasliner,Glasliner,0,,"$12,424.40 ",FALSE,10,0,2026-06-01 17:24:31.207427
1070,PUSG42,W8L,Poste USG Steelrock| 4.10 x 3.05 Mts c26,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 4.10 Cms x 3.05 Mts 
Calibre:26 ",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$77.89,FALSE,4,4,2026-06-01 17:24:31.207427
1071,PUSG63,W8L,Poste USG Steelrock|6.35 x 3.05 Mts c26,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 6.35 Cms x 3.05 Mts 
Calibre:26 ",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$85.63,FALSE,15,9,2026-06-01 17:24:31.207427
1072,PUSG92,W8L,Poste USG Steelrock|9.20x 3.05 mts c20,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 9.20 Cms x 3.05 Mts 
Calibre:20 ",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$213.60,FALSE,10,0,2026-06-01 17:24:31.207427
1073,PUSG62,W8L,Poste USG Steelrock|6.35 x 2.44 Mts c26,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 6.35 Cms x 2.44 Mts 
Calibre:26 ",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$68.78,FALSE,20,13,2026-06-01 17:24:31.207427
1074,PUSG65,W8L,Poste USG Steelrock|6.35 x 3.05 Mts c20,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 6.35 Cms x 3.05 Mts 
Calibre:20 ",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$175.23,FALSE,80,9,2026-06-01 17:24:31.207427
1078,CLUSG3,3HP,Canal Liston Steelrock USG |3.05 Mts c20,"Canal liston USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida:6.35 cms x 3.05 Mts 
Calibre:20 ",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$117.94,FALSE,11,11,2026-06-01 17:24:31.207427
1079,CLUSG6,3HP,Canal Liston Steelrock USG |3.05 Mts c26,"Canal liston USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida:6.35 cms x 3.05 Mts 
Calibre:26 ",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$55.57,FALSE,8,2,2026-06-01 17:24:31.207427
1080,CUSG65,LI3,Canal Steelrock  USG|6.35 x 3.05 Mts c22,"• Fabricados con lámina de primera calidad.
• Excepcional resistencia a la corrosión.
• Medidas precisas con uniformidad en los calibres.
• Cumplen con el estándar ASTM C645.
• Fabricados en México.
",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$121.74,FALSE,631,0,2026-06-01 17:24:31.207427
1082,PUSG43,W8L,Poste USG Steelrock|4.10x 2.44 mts c26,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 4.10 Cms x 2.44 Mts 
Calibre:26 ",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$56.39,FALSE,9,2,2026-06-01 17:24:31.207427
1084,AUSG30,C8Z,Angulo de Amarre Steelrock  USG| 3.05 Mts c20,"Angulo USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 3.05 Mts 
Calibre:20",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$67.37,FALSE,10,0,2026-06-01 17:24:31.207427
1087,239,WKC,Tee Secundaria Importada  Dipemsa |15/16.in 1.22 Mts Blanca Pieza,Sistema de suspensión acústico,1 día hábil,Dipemsa,Suspension,0,,$37.56,FALSE,19,18,2026-06-01 17:24:31.207427
1092,9839264,BN7,Angulo Perimetral Quick Lock  Riho|3.05 Mts Pieza,"Los perfiles QUICK-LOCK® son fabricados con lámina galvanizada por inmersión G-90 en la parte del
cuerpo, y recubiertos con una cinta de aluminio esmaltado en la vista para asegurar la resistencia a la corrosión
de los perfles.

Medida: 3.05 Mts 
Linea: 15/16""
Color: Blanco ",8 a 12 días hábiles pedido minimo 50 Piezas,Riho,Suspension,0,,$105.39,FALSE,10,0,2026-06-01 17:24:31.207427
1095,CUSG92,LI3,Canal Steelrock  USG|9.20 x 3.05 Mts c22,"• Fabricados con lámina de primera calidad.
• Excepcional resistencia a la corrosión.
• Medidas precisas con uniformidad en los calibres.
• Cumplen con el estándar ASTM C645.
• Fabricados en México.
",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$155.39,FALSE,10,0,2026-06-01 17:24:31.207427
1096,520806,C5J,Espuma de Poliuretano Fischer | PU 300 Válvula Estándar,"La espuma de instalación de alta calidad con sistema adaptador de fijación.

Presentacion: Lata
Contenido: 300 Ml
Valvula: Estandar",1 a 2 días hábiles,Fischer,Anclajes y químicos epoxicos,0,,$83.88,FALSE,10,0,2026-06-01 17:24:31.207427
1097,CDCUSG,8MK,Canaleta de carga  Steelrock USG| 3.05 Mts c22,"Canaleta de Carga USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 3.05 Mts 
Calibre:22",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$66.56,FALSE,10,0,2026-06-01 17:24:31.207427
1098,101057,83,Poste Metalico Galvanizado |15.24 x 3.05 Mts  C-20,"Poste Metalico Galvanizado 15.24 x 3.05 Mts Calibre 20 ideal para muros en interior o Fachadas.

Medidas: 15.24 Cms Ancho x 3.05 Mts Largo 
Calibre 20",1  a 2 días hábiles,Dipemsa,Perfiles galvanizados,0,,$328.90,FALSE,10,0,2026-06-01 17:24:31.207427
1101,CUSG43,LI3,Canal Steelrock  USG| 4.10 x 3.05 Mts c26,"• Fabricados con lámina de primera calidad.
• Excepcional resistencia a la corrosión.
• Medidas precisas con uniformidad en los calibres.
• Cumplen con el estándar ASTM C645.
• Fabricados en México.
",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$57.84,FALSE,10,0,2026-06-01 17:24:31.207427
1107,CUSG63,LI3,Canal Steelrock  USG|6.35 x 3.05 Mts c26,"• Fabricados con lámina de primera calidad.
• Excepcional resistencia a la corrosión.
• Medidas precisas con uniformidad en los calibres.
• Cumplen con el estándar ASTM C645.
• Fabricados en México.
",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$70.19,FALSE,11,3,2026-06-01 17:24:31.207427
1108,PUSG41,W8L,Poste USG Steelrock|4.10x 3.05 mts c20,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 4.10 Cms x 3.05 Mts 
Calibre:20 ",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$145.23,FALSE,10,0,2026-06-01 17:24:31.207427
1114,1324022,28,Cempanel Celosia |Celosia Reef Image 18 MM 1.22 x 2.44,"Las placas de CEMPANEL IMAGE pueden ser utilizadas para hacer diseños personalizados en elementos decorativos de muros interiores, logotipos, plafones, celosías para iluminación y ventilación; disponible en espesor de 18 mm.",18 a 20 dias habiles pedido minimo de 5 piezas,Cempanel,Cempanel,0,," $4,014.04",FALSE,12,4,2026-06-01 17:24:31.207427
116,101034,A32,Can de Madera |5 x 2.40 Mts,"Can de Madera .5 x 2.40 Mts ideal para refuerzos interiores.

Medidas: 5 cms Ancho x 2.40 Mts Largo ",1 día hábil,Dipemsa,Tornilleria,57,,$54.11,FALSE,10,0,2026-06-01 17:24:31.207427
117,101004,21,Canal de Amarre Galvanizado |4.10 x 3.05 Mts C-26,"Canal de Amarre Metálico Galvanizado 4.10 x 3.05 Mts Calibre 26 ideal para muros en interior o Fachadas.

Medidas: 4.10 Cms Ancho x 3.05 Mts Largo 
Calibre 26 ",1 día hábil,Dipemsa,Perfiles galvanizados,0,,$59.98,FALSE,10,0,2026-06-01 17:24:31.207427
118,101002,21,Canal de Amarre Galvanizado |6.35 x 3.05 Mts C-26,"Canal de Amarre Galvanizado 6.35 x 3.05 Mts Calibre 26 ideal para muros en interior o Fachadas.

Medidas: 6.35 Cms Ancho x 3.05 Mts Largo 
Calibre 26 ",1 día hábil,Dipemsa,Perfiles galvanizados,0,,$74.50,FALSE,10,0,2026-06-01 17:24:31.207427
120,101046,21,Canal de Amarre Galvanizado |9.20 x 3.05 Mts C-26,"Canal de Amarre Galvanizado 9.20 x 3.05 Mts Calibre 26 ideal para muros en interior o Fachadas.

Medidas: 9.20 Cms Ancho x 3.05 Mts Largo 
Calibre 26 ",1 día hábil,Dipemsa,Perfiles galvanizados,0,,$103.66,FALSE,17,8,2026-06-01 17:24:31.207427
121,101047,21,Canal de Amarre Galvanizado |15.24 x 3.05 mts C-26,"Canal de Amarre Galvanizado 15.24 x 3.05 Mts Calibre 26 ideal para muros en interior o Fachadas.

Medidas: 15.24 Cms Ancho x 3.05 Mts Largo 
Calibre 26 ",1 a 2 días habiles,Dipemsa,Perfiles galvanizados,191,,$158.33,FALSE,0,0,2026-06-01 17:24:31.207427
122,101005,21,Canal de Amarre Galvanizado |4.10 x 3.05 Mts C-22,"Canal de Amarre Galvanizado 4.10 x 3.05 Mts Calibre 22 ideal para muros en interior o Fachadas.

Medidas: 4.10 Cms Ancho x 3.05 Mts Largo 
Calibre 22",1 día hábil,Dipemsa,Perfiles galvanizados,0,,$104.75,FALSE,0,0,2026-06-01 17:24:31.207427
1222,CUSG15,LI3,Canal Steelrock  USG|15.24 x 3.05 Mts c22,"• Fabricados con lámina de primera calidad.
• Excepcional resistencia a la corrosión.
• Medidas precisas con uniformidad en los calibres.
• Cumplen con el estándar ASTM C645.
• Fabricados en México.
",1 a 2 días hábiles,Usg,Perfiles galvanizados,0,,$229.34,FALSE,4,0,2026-06-01 17:24:31.207427
1227,PUSG15,W8L,Poste USG Steelrock|15.24 x 3.05 Mts c20,"Poste metálico USG Steelrock  es útil en la instalación de bastidores sólidos que soporten tableros de yeso y cemento, tanto en muros, plafón corrido, cajillos y otros elementos decorativos. Hecho con lámina de acero de primera calidad

Medida: 15.24 Cms x 3.05 Mts 
Calibre:20",1 a 2 días hábiles.,Usg,Perfiles galvanizados,0,,$303.28,FALSE,0,0,2026-06-01 17:24:31.207427
123,101048,21,Canal de Amarre Galvanizado |6.35 x 3.05 Mts C-22,,1 día hábil,Dipemsa,Perfiles galvanizados,35,,$130.22,FALSE,0,0,2026-06-01 17:24:31.207427
124,101049,21,Canal de Amarre Galvanizado |9.20 x 3.05 Mts C-22,"Canal de Amarre Galvanizado 9.20 x 3.05 Mts Calibre 22 ideal para muros en interior o Fachadas.

Medidas: 9.20 Cms Ancho x 3.05 Mts Largo 
Calibre 22 ",1  dia hábil,Dipemsa,Perfiles galvanizados,0,,$178.15,FALSE,3,0,2026-06-01 17:24:31.207427
1242,505,00O,Fulminante Carrillera Cal 27 Gram Bel |Amarillo,"Cartuchos Industriales o fulminantes para fijaciones de alta velocidad, repetitivas y de gran volumen.

Calibre: 27 
Color:Rojo
Contenido: Caja con 100 Piezas  ",1 día,Gram bel,Sistemas de fijacion convencional.,100,,$259.99,FALSE,9,9,2026-06-01 17:24:31.207427
1243,506,00O,Fulminante Carrillera Cal 27 Gram Bel |Rojo,"Cartuchos Industriales o fulminantes para fijaciones de alta velocidad, repetitivas y de gran volumen.

Calibre: 27 
Color:Rojo
Contenido: Caja con 100 Piezas  ",1 día,Gram bel,Sistemas de fijacion convencional.,100,,$259.99,FALSE,0,0,2026-06-01 17:24:31.207427
125,101050,21,Canal de Amarre Galvanizado |15.24 x 3.05 Mts  C-22,,1 día 2 dias hábiles,Dipemsa,Perfiles galvanizados,10,,$255.07,FALSE,0,0,2026-06-01 17:24:31.207427
1250,RZ3.05,OFF,Reborde Z  1/2' Trim -Tex|3.05 Mts,Reborde Z ideal para aplicacion en plafones de Yeso o cemento.,1 a 2 días hábiles,Trim-tex,Perfiles plasticos,0,,$117.72,FALSE,0,0,2026-06-01 17:24:31.207427
1251,RJP3.05,LOA,Reborde J  Trim-Tex|3.05 Mts,"
Para perfilar y proteger los bordes de los paneles en sistemas de exteriores. Define los bordes y mejora la apariencia de los extremos.",1 día hábil,Trim-tex,Perfiles plasticos,0,,$96.12,FALSE,0,0,2026-06-01 17:24:31.207427
1258,1887540,YJE,Estuco Fino  Mapei |Saco 40kg,"Presentación: Saco  de 40 kg 
Color Blanco
Acabado: Fino 
Uso: Interior y Exterior ",1 día hábil,Mapei,Compuestos y cintas,0,,$199.00,FALSE,9,9,2026-06-01 17:24:31.207427
126,101008,22,Canal Liston Galvanizado|6.35 x 3.05 Mts C-26,"Canal Liston Metálico Galvanizado 6.35 x 3.05 Mts Calibre 26 ideal para muros en interior o Fachadas.

Medidas: 6.35 Cms Ancho x 3.05 Mts Largo 
Calibre 26 ",1 día hábil,Dipemsa,Perfiles galvanizados,0,,$66.00,FALSE,0,0,2026-06-01 17:24:31.207427
127,101059,22,Canal Liston Galvanizado|6.35 x 3.05 Mts  C-20,"Canal Liston Metálico Galvanizado 6.35 x 3.05 Mts Calibre 20 ideal para muros en interior o Fachadas.

Medidas: 6.35 Cms Ancho x 3.05 Mts Largo 
Calibre 20",1 a 2 días habiles,Dipemsa,Perfiles galvanizados,144,,$124.66,FALSE,0,0,2026-06-01 17:24:31.207427
1274,PL61122,B16,Plafon Liso GlasLiner |.61 x 1.22 Mts 2.3 mm (Pieza),"Glasliner® es un laminado plástico elaborado con resina de poliéster y reforzado con fibra de
vidrio. Glasliner® ha sido diseñado especialmente para ofrecer protección y estética en áreas
que requieren máxima resistencia, higiene y facilidad de limpieza. 

Tipo: Liso 
Espesor:2.3 mm 
Medida: .61 x 1.22 Mts 
Color: Blanco",1 a 2 días hábiles,Glasliner,Glasliner,0,,$278.80,FALSE,0,0,2026-06-01 17:24:31.207427
1275,SAC1B30,M7S,Acrilastic  Pennsylvania|Cartucho Blanco 300 ML,"Es un sellador de base acrílica 100%, siliconizado, elaborado para sellar juntas entre materiales lisos y porosos . Es un producto manufacturado en forma de pasta suave, cremosa y de fácil aplicación. Tiene excelentes propiedades como adhesión a una variedad de sustratos, gran durabilidad en exteriores, alta capacidad de movimiento, Evita la formación de hongos.

Ideal para emboquillar el perimetro de las puertas y ventanas, asi como grietas no mayores a 6 mm en losas que despues recibiran impermeabilizante y en muros de concreto o tabique que seran pintados posteriormente. ",1 día habil,Pennsylvania,Sellado,100,$64.00,$53.84,FALSE,0,0,2026-06-01 17:24:31.207427
1277,SS18B36C,YJ6,Pepe Silicon  Pennsylvania |Caja con 25pz Blanco,"Cartucho Transparente 280 ml 

Sellador de curado acético multiusos para superficies lisas o juntas entre materiales que necesiten ser impermeables y herméticos. Cura rápidamente al contacto con la humedad del medio ambiente, formando un sello durable, resistente y económico.
",1 día,Pennsylvania,Sellado,0,"$1,560.50","$1,480.00",FALSE,1,1,2026-06-01 17:24:31.207427
1278,SHI3B106,L9T,Hi Bond  Pennsylvania |Blanco  290 ml,"Es un adhesivo de un componente de alta resistencia y cura rápida basado en un polímero híbrido, de módulo alto con excepcionales propiedades mecánicas y adhesivas las cuales retienen sus propiedades a largo plazo.


Usos: 
Páneles de materiales prefabricados.
Zoclos de madera, loseta, etc.
Diferentes materiales de construcción o decoración.
Porcelanatos en muro.",1 día hábil,Pennsylvania,Sellado,0,,$176.60,FALSE,0,0,2026-06-01 17:24:31.207427
128,101027,23,Canaleta de Carga Galvanizada |1 1/2 x 3.05 Mts C-24,"Canaleta de Carga Metálica Galvanizada 1 1/2"" x 3.05 Mts Calibre 24 ideal para muros en interior o Fachadas.

Medidas: 1 1/2"" Ancho x 3.05 Mts Largo 
Calibre 24",1 día hábil,Dipemsa,Perfiles galvanizados,0,,$50.60,FALSE,0,0,2026-06-01 17:24:31.207427
1286,AVE1G107,NLF,Anclaje Q70  Pennsylvania|Gris 300 ml,"es un adhesivo de anclaje bicomponente libre de estireno y solventes, diseñado para fijar varillas roscadas y varillas típicas de construcción en roca sólida, piedra natural, concreto, tabique, block hueco y sólido entre otros en aplicaciones residenciales no estructurales. Su formulación química permite aplicaciones en orificios secos, húmedos e incluso inundados.",1 día hábil,Pennsylvania,Sellado,0,,$272.25,FALSE,11,16,2026-06-01 17:24:31.207427
129,101028,23,Canaleta de Carga Galvanizada |1 1/2 x 3.05 Mts C-22,"Canaleta de Carga Metálica Galvanizada 1 1/2"" x 3.05 Mts Calibre 22 ideal para muros en interior o Fachadas.

Medidas: 1 1/2"" Ancho x 3.05 Mts Largo 
Calibre 22",1 a 2 días habiles,Dipemsa,Perfiles galvanizados,146,,$65.27,FALSE,19,0,2026-06-01 17:24:31.207427
130,101029,23,Canaleta de Carga Galvanizada |3/4 x 3.05 Mts C-24,"Canaleta de Carga Metálica Galvanizada 3/4"" x 3.05 Mts Calibre 24 ideal para muros en interior o Fachadas.

Medidas: 3/4"" Ancho x 3.05 Mts Largo 
Calibre 24",1 a 2 días habiles,Dipemsa,Perfiles galvanizados,7,,$37.89,FALSE,0,0,2026-06-01 17:24:31.207427
131,101061,23,Canaleta de Carga Galvanizada |3/4 x 3.05 Mts C-22,"Canaleta de Carga Metálica Galvanizada 3/4"" x 3.05 Mts Calibre 22 ideal para muros en interior o Fachadas.

Medidas: 3/4"" Ancho x 3.05 Mts Largo 
Calibre 22",1 a 2 días habiles,Dipemsa,Perfiles galvanizados,0,,$49.02,FALSE,0,0,2026-06-01 17:24:31.207427
1325,22400,6EB,Cutter Retractil Metalico Pretul |Metálico,"Cuerpo ligero de aluminio

Cuchilla retráctil",1 día hábil,Truper,Herramientas,0,,$39.00,FALSE,0,0,2026-06-01 17:24:31.207427
1327,101128,EAX,Angulo Perimetral Prelude Armstrong | 3/4.in 3.66 Mts (7868) Blanco Pieza,"El acero esta galvanizado en baño caliente para inhibir la oxidación, mejor que los sistemas pintados o electro galvanizado. Complementaria a la Tee Principal.",1 a 2 días hábiles,Armstrong,Suspension,0,,$248.24,FALSE,7,18,2026-06-01 17:24:31.207427
1336,Planitop,LPO,Planitop X Mapei |saco 22.7 Kg,,,,,0,,"$1,438.40 ",FALSE,12,15,2026-06-01 17:24:31.207427
1339,101127,Q3X,Tee Secundaria Prelude Armstrong |5/16.in 1.22 Mts (7348) Blanca Pieza,"Forma parte de la estructura para sostener plaflones y cielos falsos.

Ofrece una conexión y alineación fuerte, segura y precisa.

Confiable ante sismos por su sistema de suspensión Seismic Rx.

Fácil de instalar gracias a su estabilidad y resistencia por su perfil PeakForm.

Combate la oxidación con su revestimiento galvanizado por baño en caliente.

Cuenta con propiedades que resisten las altas temperaturas.",1 día,Armstrong,Suspension,0,,$114.46,FALSE,0,0,2026-06-01 17:24:31.207427
